Source,Destination,Protocol,Length,Type,Duration
36280,1337,TCP,1400,out,0.000192
1337,36280,TCP,52,in,0.000035
1337,36280,TCP,52,in,0.000399
36280,1337,TCP,1400,out,0.000339
36280,1337,TCP,1400,out,0.000177
36280,1337,TCP,1400,out,0.00019
36280,1337,TCP,1400,out,0.00014
1337,36280,TCP,52,in,0.000147
1337,36280,TCP,52,in,0.000231
36280,1337,TCP,1400,out,0.000416
36280,1337,TCP,808,out,0.000304
1337,36280,TCP,52,in,0.00031
1337,36280,TCP,52,in,0.015163
36280,1337,TCP,1400,out,0.001299
36280,1337,TCP,1400,out,0.000047
1337,36280,TCP,52,in,0.000547
36280,1337,TCP,1224,out,0.000895
1337,36280,TCP,52,in,0.0003
1337,36280,TCP,52,in,0.003061
1337,36280,TCP,128,in,61.705209
36280,1337,TCP,162,out,0.001564
36280,1337,TCP,1400,out,0.001744
36280,1337,TCP,1400,out,0.00006
36280,1337,TCP,1400,out,0.000319
1337,36280,TCP,52,in,0.000242
36280,1337,TCP,1400,out,0.000042
1337,36280,TCP,52,in,0.000211
36280,1337,TCP,995,out,0.001153
1337,36280,TCP,52,in,0.000618
1337,36280,TCP,73,in,57.181679
36280,1337,TCP,101,out,0.001804
1337,36280,TCP,52,in,0.208544
36280,1337,TCP,622,out,0.001203
1337,36280,TCP,52,in,0.201699
1337,36280,TCP,89,in,122.206177
36280,1337,TCP,52,out,0.038179
1337,36280,TCP,201,in,54.164277
36280,1337,TCP,52,out,0.003104
36280,1337,TCP,84,out,0.014383
1337,36280,TCP,52,in,0.214285
1337,36280,TCP,73,in,83.025695
36280,1337,TCP,101,out,0.001502
1337,36280,TCP,52,in,0.207969
36280,1337,TCP,121,out,0.001276
1337,36280,TCP,52,in,0.201185
1337,36280,TCP,73,in,75.023498
36280,1337,TCP,101,out,0.001699
1337,36280,TCP,52,in,0.209484
36280,1337,TCP,303,out,0.001141
1337,36280,TCP,52,in,0.217526
1337,36280,TCP,80,in,64.3291
36280,1337,TCP,101,out,0.002545
1337,36280,TCP,52,in,0.200238
36280,1337,TCP,92,out,0.001009
1337,36280,TCP,52,in,0.217313
1337,36280,TCP,73,in,41.608491
36280,1337,TCP,92,out,0.001587
1337,36280,TCP,52,in,0.202613
1337,36280,TCP,76,in,19.54158
36280,1337,TCP,101,out,0.002092
1337,36280,TCP,52,in,0.206338
36280,1337,TCP,99,out,0.001074
1337,36280,TCP,52,in,0.217587
36280,1337,TCP,99,out,0.274914
1337,36280,TCP,52,in,0.209015
36280,1337,TCP,99,out,0.7974
1337,36280,TCP,52,in,0.218566
36280,1337,TCP,99,out,0.781536
1337,36280,TCP,52,in,0.218399
36280,1337,TCP,99,out,0.781682
1337,36280,TCP,52,in,0.218887
36280,1337,TCP,99,out,0.821923
1337,36280,TCP,52,in,0.208573
36280,1337,TCP,99,out,0.792196
1337,36280,TCP,52,in,0.208083
36280,1337,TCP,99,out,0.791877
1337,36280,TCP,52,in,0.208307
36280,1337,TCP,99,out,0.793582
1337,36280,TCP,52,in,0.206251
36280,1337,TCP,99,out,0.792949
1337,36280,TCP,52,in,0.206795
36280,1337,TCP,99,out,0.793029
1337,36280,TCP,52,in,0.206675
36280,1337,TCP,99,out,0.798029
1337,36280,TCP,52,in,0.202578
36280,1337,TCP,99,out,0.814718
1337,36280,TCP,52,in,0.200189
36280,1337,TCP,99,out,0.80326
1337,36280,TCP,52,in,0.197397
36280,1337,TCP,99,out,0.806313
1337,36280,TCP,52,in,0.208811
36280,1337,TCP,99,out,0.796545
1337,36280,TCP,52,in,0.204051
36280,1337,TCP,99,out,0.815246
1337,36280,TCP,52,in,0.199761
36280,1337,TCP,99,out,0.803419
1337,36280,TCP,52,in,0.212699
36280,1337,TCP,99,out,0.790294
1337,36280,TCP,52,in,0.209262
36280,1337,TCP,99,out,0.792569
1337,36280,TCP,52,in,0.207867
36280,1337,TCP,99,out,0.810464
1337,36280,TCP,52,in,0.204643
36280,1337,TCP,99,out,0.795943
1337,36280,TCP,52,in,0.204779
36280,1337,TCP,99,out,0.802712
1337,36280,TCP,52,in,0.212581
36280,1337,TCP,99,out,0.793679
1337,36280,TCP,52,in,0.206283
36280,1337,TCP,99,out,0.793952
1337,36280,TCP,52,in,0.205838
36280,1337,TCP,99,out,0.869188
1337,36280,TCP,52,in,0.208968
36280,1337,TCP,99,out,0.789892
1337,36280,TCP,52,in,0.210458
36280,1337,TCP,99,out,0.790944
1337,36280,TCP,52,in,0.208442
36280,1337,TCP,99,out,0.791879
1337,36280,TCP,52,in,0.208446
36280,1337,TCP,99,out,0.791668
1337,36280,TCP,52,in,0.208142
36280,1337,TCP,99,out,0.792016
1337,36280,TCP,52,in,0.208192
36280,1337,TCP,99,out,0.79266
1337,36280,TCP,52,in,0.207786
36280,1337,TCP,99,out,0.792047
1337,36280,TCP,52,in,0.20746
36280,1337,TCP,99,out,0.793073
1337,36280,TCP,52,in,0.207192
36280,1337,TCP,99,out,0.792863
1337,36280,TCP,52,in,0.206876
36280,1337,TCP,99,out,0.793496
1337,36280,TCP,52,in,0.206365
36280,1337,TCP,99,out,0.795305
1337,36280,TCP,52,in,0.204873
36280,1337,TCP,99,out,0.796248
1337,36280,TCP,52,in,0.204158
36280,1337,TCP,99,out,0.794281
1337,36280,TCP,52,in,0.205379
36280,1337,TCP,99,out,0.794574
1337,36280,TCP,52,in,0.20517
36280,1337,TCP,99,out,0.795237
1337,36280,TCP,52,in,0.204979
36280,1337,TCP,99,out,0.794625
1337,36280,TCP,52,in,0.205613
36280,1337,TCP,99,out,0.794713
1337,36280,TCP,52,in,0.204785
36280,1337,TCP,99,out,1.796079
1337,36280,TCP,52,in,0.204151
36280,1337,TCP,99,out,0.797331
1337,36280,TCP,52,in,0.202765
36280,1337,TCP,99,out,1.800033
1337,36280,TCP,52,in,0.215417
36280,1337,TCP,99,out,0.205354
1337,36280,TCP,52,in,0.216622
36280,1337,TCP,99,out,0.504376
1337,36280,TCP,52,in,0.214584
36280,1337,TCP,99,out,0.796724
1337,36280,TCP,52,in,0.219377
36280,1337,TCP,99,out,0.780463
1337,36280,TCP,52,in,0.218805
36280,1337,TCP,99,out,0.792116
1337,36280,TCP,52,in,0.20851
36280,1337,TCP,99,out,0.792921
1337,36280,TCP,52,in,0.206121
36280,1337,TCP,99,out,0.795217
1337,36280,TCP,52,in,0.205447
36280,1337,TCP,99,out,0.794979
1337,36280,TCP,52,in,0.204897
36280,1337,TCP,99,out,0.795773
1337,36280,TCP,52,in,0.204161
36280,1337,TCP,99,out,0.796268
1337,36280,TCP,52,in,0.203377
36280,1337,TCP,99,out,0.796895
1337,36280,TCP,52,in,0.219142
36280,1337,TCP,99,out,0.780927
1337,36280,TCP,52,in,0.218716
36280,1337,TCP,99,out,0.783739
1337,36280,TCP,52,in,0.216222
36280,1337,TCP,99,out,0.784896
1337,36280,TCP,52,in,0.215245
36280,1337,TCP,99,out,0.786746
1337,36280,TCP,52,in,0.21297
36280,1337,TCP,99,out,0.787896
1337,36280,TCP,52,in,0.212235
36280,1337,TCP,99,out,0.787869
1337,36280,TCP,52,in,0.212194
36280,1337,TCP,99,out,0.791196
1337,36280,TCP,52,in,0.209295
36280,1337,TCP,99,out,0.787675
1337,36280,TCP,52,in,0.211649
36280,1337,TCP,99,out,0.78863
1337,36280,TCP,52,in,0.211957
36280,1337,TCP,99,out,0.790739
1337,36280,TCP,52,in,0.209222
36280,1337,TCP,99,out,0.803035
1337,36280,TCP,52,in,0.212628
36280,1337,TCP,99,out,0.818415
1337,36280,TCP,52,in,0.212658
36280,1337,TCP,99,out,0.786497
1337,36280,TCP,52,in,0.213671
36280,1337,TCP,99,out,0.789428
1337,36280,TCP,52,in,0.210048
36280,1337,TCP,99,out,0.790234
1337,36280,TCP,52,in,0.210162
36280,1337,TCP,99,out,0.790407
1337,36280,TCP,52,in,0.209186
36280,1337,TCP,99,out,0.790892
1337,36280,TCP,52,in,0.209221
36280,1337,TCP,99,out,0.79382
1337,36280,TCP,52,in,0.206181
36280,1337,TCP,99,out,0.79392
1337,36280,TCP,52,in,0.206464
36280,1337,TCP,99,out,0.794365
1337,36280,TCP,52,in,0.205487
1337,36280,TCP,73,in,0.13737
36280,1337,TCP,92,out,0.001931
1337,36280,TCP,52,in,0.204076
1337,36280,TCP,77,in,123.159246
36280,1337,TCP,108,out,0.001727
36280,1337,TCP,1401,out,0.157399
10.8.0.1,36280,ICMP,576,in,0.000044
36280,1337,TCP,1400,out,0.001288
36280,1337,TCP,53,out,0.000059
1337,36280,TCP,52,in,0.000547
36280,1337,TCP,653,out,0.00097
36280,1337,TCP,1400,out,0.094204
1337,36280,TCP,52,in,0.000857
36280,1337,TCP,654,out,0.001093
36280,1337,TCP,1400,out,0.079616
1337,36280,TCP,52,in,0.00074
36280,1337,TCP,654,out,0.000959
36280,1337,TCP,1400,out,0.102711
1337,36280,TCP,52,in,0.000543
36280,1337,TCP,654,out,0.001072
36280,1337,TCP,1400,out,0.078139
1337,36280,TCP,52,in,0.00091
36280,1337,TCP,654,out,0.001649
36280,1337,TCP,1400,out,0.095215
1337,36280,TCP,52,in,0.00062
36280,1337,TCP,654,out,0.00102
36280,1337,TCP,1400,out,0.088229
1337,36280,TCP,52,in,0.000969
36280,1337,TCP,654,out,0.00183
36280,1337,TCP,1400,out,0.098384
1337,36280,TCP,52,in,0.00062
36280,1337,TCP,654,out,0.00102
36280,1337,TCP,1400,out,0.088084
1337,36280,TCP,52,in,0.000598
36280,1337,TCP,654,out,0.000899
36280,1337,TCP,1400,out,0.088192
1337,36280,TCP,52,in,0.000583
36280,1337,TCP,654,out,0.001018
36280,1337,TCP,1400,out,0.093805
1337,36280,TCP,52,in,0.001582
36280,1337,TCP,654,out,0.001014
36280,1337,TCP,1400,out,0.090835
1337,36280,TCP,52,in,0.000652
36280,1337,TCP,654,out,0.000952
36280,1337,TCP,1400,out,0.090681
1337,36280,TCP,52,in,0.000641
36280,1337,TCP,654,out,0.000952
36280,1337,TCP,1400,out,0.098018
1337,36280,TCP,52,in,0.000568
36280,1337,TCP,654,out,0.000936
36280,1337,TCP,1400,out,0.078424
1337,36280,TCP,52,in,0.000663
36280,1337,TCP,654,out,0.000948
36280,1337,TCP,1400,out,0.093837
1337,36280,TCP,52,in,0.000599
36280,1337,TCP,654,out,0.001036
36280,1337,TCP,1400,out,0.102311
1337,36280,TCP,52,in,0.00061
36280,1337,TCP,654,out,0.000936
36280,1337,TCP,1400,out,0.080913
1337,36280,TCP,52,in,0.000535
36280,1337,TCP,654,out,0.001012
36280,1337,TCP,1400,out,0.096499
1337,36280,TCP,52,in,0.000619
36280,1337,TCP,654,out,0.000991
36280,1337,TCP,1400,out,0.096562
1337,36280,TCP,52,in,0.000642
36280,1337,TCP,654,out,0.000988
36280,1337,TCP,1400,out,0.083497
1337,36280,TCP,52,in,0.000579
36280,1337,TCP,654,out,0.000995
36280,1337,TCP,1400,out,0.098671
1337,36280,TCP,52,in,0.000611
36280,1337,TCP,654,out,0.000986
36280,1337,TCP,1400,out,0.085031
1337,36280,TCP,52,in,0.000623
36280,1337,TCP,654,out,0.00094
36280,1337,TCP,1400,out,0.086495
1337,36280,TCP,52,in,0.000639
36280,1337,TCP,654,out,0.000989
36280,1337,TCP,1400,out,0.101145
1337,36280,TCP,52,in,0.00063
36280,1337,TCP,654,out,0.000989
36280,1337,TCP,1400,out,0.092537
1337,36280,TCP,52,in,0.000609
36280,1337,TCP,654,out,0.00095
36280,1337,TCP,1400,out,0.089383
1337,36280,TCP,52,in,0.000993
36280,1337,TCP,654,out,0.001062
36280,1337,TCP,1400,out,0.094142
1337,36280,TCP,52,in,0.000576
36280,1337,TCP,654,out,0.002775
36280,1337,TCP,1400,out,0.074823
1337,36280,TCP,52,in,0.000821
36280,1337,TCP,654,out,0.001767
36280,1337,TCP,1400,out,0.091033
1337,36280,TCP,52,in,0.000794
36280,1337,TCP,654,out,0.001341
36280,1337,TCP,1400,out,0.107143
1337,36280,TCP,52,in,0.00084
36280,1337,TCP,654,out,0.001705
36280,1337,TCP,1400,out,0.078101
1337,36280,TCP,52,in,0.000626
36280,1337,TCP,654,out,0.000989
36280,1337,TCP,1400,out,0.093922
1337,36280,TCP,52,in,0.000622
36280,1337,TCP,654,out,0.001005
36280,1337,TCP,1400,out,0.0879
1337,36280,TCP,52,in,0.000611
36280,1337,TCP,654,out,0.000943
36280,1337,TCP,1400,out,0.082266
1337,36280,TCP,52,in,0.000612
36280,1337,TCP,654,out,0.000936
36280,1337,TCP,1400,out,0.096239
1337,36280,TCP,52,in,0.000587
36280,1337,TCP,654,out,0.000917
36280,1337,TCP,1400,out,0.091034
1337,36280,TCP,52,in,0.000538
36280,1337,TCP,654,out,0.001302
36280,1337,TCP,1400,out,0.10406
1337,36280,TCP,52,in,0.0006
36280,1337,TCP,654,out,0.001116
36280,1337,TCP,1400,out,0.079668
1337,36280,TCP,52,in,0.001146
36280,1337,TCP,654,out,0.001794
36280,1337,TCP,1400,out,0.091191
1337,36280,TCP,52,in,0.000638
36280,1337,TCP,654,out,0.001146
36280,1337,TCP,1400,out,0.087795
1337,36280,TCP,52,in,0.000623
36280,1337,TCP,654,out,0.000878
36280,1337,TCP,1400,out,0.101927
1337,36280,TCP,52,in,0.000592
36280,1337,TCP,654,out,0.001013
36280,1337,TCP,1400,out,0.090046
1337,36280,TCP,52,in,0.000591
36280,1337,TCP,654,out,0.000971
36280,1337,TCP,1400,out,0.089631
1337,36280,TCP,52,in,0.000616
36280,1337,TCP,654,out,0.000913
36280,1337,TCP,1400,out,0.096307
1337,36280,TCP,52,in,0.000634
36280,1337,TCP,654,out,0.000969
36280,1337,TCP,1400,out,0.076653
1337,36280,TCP,52,in,0.000595
36280,1337,TCP,654,out,0.000988
36280,1337,TCP,1400,out,0.092055
1337,36280,TCP,52,in,0.00051
36280,1337,TCP,654,out,0.001044
36280,1337,TCP,1400,out,0.111508
1337,36280,TCP,52,in,0.000619
36280,1337,TCP,654,out,0.001013
36280,1337,TCP,1400,out,0.080343
1337,36280,TCP,52,in,0.000629
36280,1337,TCP,654,out,0.000972
36280,1337,TCP,1400,out,0.096308
1337,36280,TCP,52,in,0.000794
36280,1337,TCP,654,out,0.00163
36280,1337,TCP,1400,out,0.093102
1337,36280,TCP,52,in,0.000549
36280,1337,TCP,654,out,0.001128
36280,1337,TCP,1400,out,0.082266
1337,36280,TCP,52,in,0.000606
36280,1337,TCP,654,out,0.001036
36280,1337,TCP,1400,out,0.097963
1337,36280,TCP,52,in,0.000642
36280,1337,TCP,654,out,0.001027
36280,1337,TCP,1400,out,0.081981
1337,36280,TCP,52,in,0.000617
36280,1337,TCP,654,out,0.000978
36280,1337,TCP,1400,out,0.08531
1337,36280,TCP,52,in,0.000619
36280,1337,TCP,654,out,0.001003
36280,1337,TCP,1400,out,0.09986
1337,36280,TCP,52,in,0.000622
36280,1337,TCP,654,out,0.000969
36280,1337,TCP,1400,out,0.087131
1337,36280,TCP,52,in,0.000582
36280,1337,TCP,654,out,0.00091
36280,1337,TCP,1400,out,0.087195
1337,36280,TCP,52,in,0.00056
36280,1337,TCP,654,out,0.000904
36280,1337,TCP,1400,out,0.103025
1337,36280,TCP,52,in,0.00063
36280,1337,TCP,654,out,0.001
36280,1337,TCP,1400,out,0.090229
1337,36280,TCP,52,in,0.000602
36280,1337,TCP,654,out,0.000917
36280,1337,TCP,1400,out,0.093329
1337,36280,TCP,52,in,0.000568
36280,1337,TCP,654,out,0.000965
36280,1337,TCP,1400,out,0.083976
1337,36280,TCP,52,in,0.000593
36280,1337,TCP,654,out,0.000854
36280,1337,TCP,1400,out,0.097366
1337,36280,TCP,52,in,0.000575
36280,1337,TCP,654,out,0.001011
36280,1337,TCP,1400,out,0.090238
1337,36280,TCP,52,in,0.000602
36280,1337,TCP,654,out,0.000918
36280,1337,TCP,1400,out,0.086731
1337,36280,TCP,52,in,0.000634
36280,1337,TCP,654,out,0.001254
36280,1337,TCP,1400,out,0.097978
1337,36280,TCP,52,in,0.000634
36280,1337,TCP,654,out,0.001108
36280,1337,TCP,1400,out,0.094501
1337,36280,TCP,52,in,0.000597
36280,1337,TCP,654,out,0.001016
36280,1337,TCP,1400,out,0.079211
1337,36280,TCP,52,in,0.000649
36280,1337,TCP,654,out,0.001181
36280,1337,TCP,1400,out,0.10244
1337,36280,TCP,52,in,0.000714
36280,1337,TCP,654,out,0.001424
36280,1337,TCP,1400,out,0.076089
1337,36280,TCP,52,in,0.000597
36280,1337,TCP,654,out,0.001044
36280,1337,TCP,1400,out,0.108205
1337,36280,TCP,52,in,0.000548
36280,1337,TCP,654,out,0.001045
36280,1337,TCP,1400,out,0.085573
1337,36280,TCP,52,in,0.000561
36280,1337,TCP,654,out,0.001044
36280,1337,TCP,1400,out,0.08342
1337,36280,TCP,52,in,0.001017
36280,1337,TCP,654,out,0.001757
36280,1337,TCP,1400,out,0.092982
1337,36280,TCP,52,in,0.000594
36280,1337,TCP,654,out,0.000938
36280,1337,TCP,1400,out,0.087434
1337,36280,TCP,52,in,0.000501
36280,1337,TCP,654,out,0.000983
36280,1337,TCP,1400,out,0.10346
1337,36280,TCP,52,in,0.000574
36280,1337,TCP,654,out,0.000973
36280,1337,TCP,1400,out,0.076384
1337,36280,TCP,52,in,0.000963
36280,1337,TCP,654,out,0.001845
36280,1337,TCP,1400,out,0.092046
1337,36280,TCP,52,in,0.000811
36280,1337,TCP,654,out,0.001011
36280,1337,TCP,1400,out,0.107156
1337,36280,TCP,52,in,0.00084
36280,1337,TCP,654,out,0.001738
36280,1337,TCP,1400,out,0.0784
1337,36280,TCP,52,in,0.001307
36280,1337,TCP,654,out,0.00195
36280,1337,TCP,1400,out,0.090588
1337,36280,TCP,52,in,0.000589
36280,1337,TCP,654,out,0.000938
36280,1337,TCP,1400,out,0.101514
1337,36280,TCP,52,in,0.000561
36280,1337,TCP,654,out,0.000791
36280,1337,TCP,1400,out,0.081903
1337,36280,TCP,52,in,0.000879
36280,1337,TCP,654,out,0.001633
36280,1337,TCP,1400,out,0.095327
1337,36280,TCP,52,in,0.000862
36280,1337,TCP,654,out,0.002086
36280,1337,TCP,1400,out,0.094069
1337,36280,TCP,52,in,0.0009
36280,1337,TCP,654,out,0.001484
36280,1337,TCP,1400,out,0.082912
1337,36280,TCP,52,in,0.000789
36280,1337,TCP,654,out,0.001451
36280,1337,TCP,1400,out,0.099884
1337,36280,TCP,52,in,0.000919
36280,1337,TCP,654,out,0.001728
36280,1337,TCP,1400,out,0.090517
1337,36280,TCP,52,in,0.00057
36280,1337,TCP,654,out,0.000974
36280,1337,TCP,1400,out,0.08702
1337,36280,TCP,52,in,0.000577
36280,1337,TCP,654,out,0.001007
36280,1337,TCP,1400,out,0.090672
1337,36280,TCP,52,in,0.000604
36280,1337,TCP,654,out,0.000897
36280,1337,TCP,1400,out,0.0875
1337,36280,TCP,52,in,0.000635
36280,1337,TCP,654,out,0.001027
36280,1337,TCP,1400,out,0.089021
1337,36280,TCP,52,in,0.000652
36280,1337,TCP,654,out,0.000921
36280,1337,TCP,1400,out,0.094676
1337,36280,TCP,52,in,0.000653
36280,1337,TCP,654,out,0.000756
36280,1337,TCP,1400,out,0.092634
1337,36280,TCP,52,in,0.000595
36280,1337,TCP,654,out,0.000722
36280,1337,TCP,1400,out,0.09226
1337,36280,TCP,52,in,0.000858
36280,1337,TCP,654,out,0.001449
36280,1337,TCP,1400,out,0.084384
1337,36280,TCP,52,in,0.000532
36280,1337,TCP,654,out,0.000981
36280,1337,TCP,1400,out,0.09569
1337,36280,TCP,52,in,0.000491
36280,1337,TCP,654,out,0.001003
36280,1337,TCP,1400,out,0.094419
1337,36280,TCP,52,in,0.000617
36280,1337,TCP,654,out,0.000966
36280,1337,TCP,1400,out,0.091281
1337,36280,TCP,52,in,0.000606
36280,1337,TCP,654,out,0.001008
36280,1337,TCP,1400,out,0.081492
1337,36280,TCP,52,in,0.000588
36280,1337,TCP,654,out,0.001005
36280,1337,TCP,1400,out,0.096958
1337,36280,TCP,52,in,0.000615
36280,1337,TCP,654,out,0.000963
36280,1337,TCP,1400,out,0.090478
1337,36280,TCP,52,in,0.000617
36280,1337,TCP,654,out,0.000995
36280,1337,TCP,1400,out,0.083497
1337,36280,TCP,52,in,0.000558
36280,1337,TCP,654,out,0.000882
36280,1337,TCP,1400,out,0.100488
1337,36280,TCP,52,in,0.000619
36280,1337,TCP,654,out,0.001022
36280,1337,TCP,1400,out,0.085464
1337,36280,TCP,52,in,0.000576
36280,1337,TCP,654,out,0.000962
36280,1337,TCP,1400,out,0.086029
1337,36280,TCP,52,in,0.000614
36280,1337,TCP,654,out,0.000948
36280,1337,TCP,1400,out,0.101974
1337,36280,TCP,52,in,0.000631
36280,1337,TCP,654,out,0.001038
36280,1337,TCP,1400,out,0.089081
1337,36280,TCP,52,in,0.00069
36280,1337,TCP,654,out,0.000958
36280,1337,TCP,1400,out,0.088753
1337,36280,TCP,52,in,0.000593
36280,1337,TCP,654,out,0.00099
36280,1337,TCP,1400,out,0.095303
1337,36280,TCP,52,in,0.000596
36280,1337,TCP,654,out,0.000865
36280,1337,TCP,1400,out,0.09353
1337,36280,TCP,52,in,0.000579
36280,1337,TCP,654,out,0.000996
36280,1337,TCP,1400,out,0.092695
1337,36280,TCP,52,in,0.000671
36280,1337,TCP,654,out,0.001166
36280,1337,TCP,1400,out,0.085851
1337,36280,TCP,52,in,0.000664
36280,1337,TCP,654,out,0.001131
36280,1337,TCP,1400,out,0.09651
1337,36280,TCP,52,in,0.000633
36280,1337,TCP,654,out,0.001117
36280,1337,TCP,1400,out,0.098699
1337,36280,TCP,52,in,0.000555
36280,1337,TCP,654,out,0.001122
36280,1337,TCP,1400,out,0.082065
1337,36280,TCP,52,in,0.000711
36280,1337,TCP,654,out,0.001094
36280,1337,TCP,1400,out,0.082514
1337,36280,TCP,52,in,0.000737
36280,1337,TCP,654,out,0.000962
36280,1337,TCP,1400,out,0.096693
1337,36280,TCP,52,in,0.000498
36280,1337,TCP,654,out,0.000976
36280,1337,TCP,1400,out,0.090854
1337,36280,TCP,52,in,0.000585
36280,1337,TCP,654,out,0.000804
36280,1337,TCP,1400,out,0.085305
1337,36280,TCP,52,in,0.000576
36280,1337,TCP,654,out,0.001083
36280,1337,TCP,1400,out,0.100817
1337,36280,TCP,52,in,0.000959
36280,1337,TCP,654,out,0.002187
36280,1337,TCP,1400,out,0.099866
1337,36280,TCP,52,in,0.000615
36280,1337,TCP,654,out,0.001172
36280,1337,TCP,1400,out,0.087725
1337,36280,TCP,52,in,0.000638
36280,1337,TCP,654,out,0.00109
36280,1337,TCP,1400,out,0.094047
1337,36280,TCP,52,in,0.000553
36280,1337,TCP,654,out,0.001068
36280,1337,TCP,1400,out,0.074988
1337,36280,TCP,52,in,0.000583
36280,1337,TCP,654,out,0.001212
36280,1337,TCP,1400,out,0.089791
1337,36280,TCP,52,in,0.000539
36280,1337,TCP,654,out,0.00104
36280,1337,TCP,1400,out,0.105613
1337,36280,TCP,52,in,0.000439
36280,1337,TCP,654,out,0.000955
36280,1337,TCP,1400,out,0.078074
1337,36280,TCP,52,in,0.000563
36280,1337,TCP,654,out,0.001013
36280,1337,TCP,1400,out,0.092899
1337,36280,TCP,52,in,0.000589
36280,1337,TCP,654,out,0.000928
36280,1337,TCP,1400,out,0.103314
1337,36280,TCP,52,in,0.000514
36280,1337,TCP,654,out,0.00109
36280,1337,TCP,1400,out,0.081543
1337,36280,TCP,52,in,0.000937
36280,1337,TCP,654,out,0.002134
36280,1337,TCP,1400,out,0.093007
1337,36280,TCP,52,in,0.000615
36280,1337,TCP,654,out,0.001391
36280,1337,TCP,1400,out,0.093276
1337,36280,TCP,52,in,0.000666
36280,1337,TCP,654,out,0.001318
36280,1337,TCP,1400,out,0.09367
1337,36280,TCP,52,in,0.000809
36280,1337,TCP,654,out,0.001057
36280,1337,TCP,1400,out,0.077978
1337,36280,TCP,52,in,0.000631
36280,1337,TCP,654,out,0.001021
36280,1337,TCP,1400,out,0.091591
1337,36280,TCP,52,in,0.000649
36280,1337,TCP,654,out,0.001023
36280,1337,TCP,1400,out,0.084415
1337,36280,TCP,52,in,0.000656
36280,1337,TCP,654,out,0.000924
36280,1337,TCP,1400,out,0.110965
1337,36280,TCP,52,in,0.000618
36280,1337,TCP,654,out,0.001148
36280,1337,TCP,1400,out,0.091009
1337,36280,TCP,52,in,0.000569
36280,1337,TCP,654,out,0.000996
36280,1337,TCP,1400,out,0.092258
1337,36280,TCP,52,in,0.000565
36280,1337,TCP,654,out,0.000905
36280,1337,TCP,1400,out,0.09005
1337,36280,TCP,52,in,0.000574
36280,1337,TCP,654,out,0.000955
36280,1337,TCP,1400,out,0.075397
1337,36280,TCP,52,in,0.000568
36280,1337,TCP,654,out,0.00098
36280,1337,TCP,1400,out,0.104138
1337,36280,TCP,52,in,0.000522
36280,1337,TCP,654,out,0.000984
36280,1337,TCP,1400,out,0.085869
1337,36280,TCP,52,in,0.000905
36280,1337,TCP,654,out,0.001995
36280,1337,TCP,1400,out,0.093647
1337,36280,TCP,52,in,0.000946
36280,1337,TCP,654,out,0.001894
36280,1337,TCP,1400,out,0.091817
1337,36280,TCP,52,in,0.000617
36280,1337,TCP,654,out,0.000965
36280,1337,TCP,1400,out,0.087315
1337,36280,TCP,52,in,0.001045
36280,1337,TCP,654,out,0.002096
36280,1337,TCP,1400,out,0.078865
1337,36280,TCP,52,in,0.000754
36280,1337,TCP,654,out,0.000987
36280,1337,TCP,1400,out,0.095452
1337,36280,TCP,52,in,0.000594
36280,1337,TCP,654,out,0.000949
36280,1337,TCP,1400,out,0.112585
1337,36280,TCP,52,in,0.000618
36280,1337,TCP,654,out,0.001106
36280,1337,TCP,1400,out,0.083414
1337,36280,TCP,52,in,0.000576
36280,1337,TCP,654,out,0.000936
36280,1337,TCP,1400,out,0.077016
1337,36280,TCP,52,in,0.000557
36280,1337,TCP,654,out,0.000974
36280,1337,TCP,1400,out,0.092578
1337,36280,TCP,52,in,0.00056
36280,1337,TCP,654,out,0.001029
36280,1337,TCP,1400,out,0.103364
1337,36280,TCP,52,in,0.00062
36280,1337,TCP,654,out,0.001175
36280,1337,TCP,1400,out,0.094551
1337,36280,TCP,52,in,0.000608
36280,1337,TCP,654,out,0.00092
36280,1337,TCP,1400,out,0.094423
1337,36280,TCP,52,in,0.00062
36280,1337,TCP,654,out,0.000933
36280,1337,TCP,1400,out,0.06744
1337,36280,TCP,52,in,0.000568
36280,1337,TCP,654,out,0.000934
36280,1337,TCP,1400,out,0.107316
1337,36280,TCP,52,in,0.000619
36280,1337,TCP,654,out,0.001042
36280,1337,TCP,1400,out,0.096074
1337,36280,TCP,52,in,0.000642
36280,1337,TCP,654,out,0.001229
36280,1337,TCP,1400,out,0.090171
1337,36280,TCP,52,in,0.000601
36280,1337,TCP,654,out,0.000973
36280,1337,TCP,1400,out,0.085126
1337,36280,TCP,52,in,0.000617
36280,1337,TCP,654,out,0.000972
36280,1337,TCP,1400,out,0.078238
1337,36280,TCP,52,in,0.000528
36280,1337,TCP,654,out,0.001021
36280,1337,TCP,1400,out,0.093797
1337,36280,TCP,52,in,0.000578
36280,1337,TCP,654,out,0.000955
36280,1337,TCP,1400,out,0.102354
1337,36280,TCP,52,in,0.000546
36280,1337,TCP,654,out,0.001031
36280,1337,TCP,1400,out,0.097933
1337,36280,TCP,52,in,0.000608
36280,1337,TCP,654,out,0.001041
36280,1337,TCP,1400,out,0.074726
1337,36280,TCP,52,in,0.000644
36280,1337,TCP,654,out,0.001141
36280,1337,TCP,1400,out,0.105423
1337,36280,TCP,52,in,0.000609
36280,1337,TCP,654,out,0.00098
36280,1337,TCP,1400,out,0.084059
