No.,Time,Source,Destination,Protocol,Length,Type,Duration
67804,472.5865 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000045 
67805,472.5866 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000051 
67806,472.5869 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000350 
67807,472.5870 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000108 
67808,472.5873 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000218 
67809,472.5874 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000144 
67810,472.5876 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000176 
67811,472.5876 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000046 
67812,472.5878 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000163 
67813,472.5880 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000162 
67814,472.5880 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000036 
67815,472.5880 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000028 
67816,472.5881 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000100 
67817,472.5882 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000119 
67818,472.5885 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000306 
67819,472.5886 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000019 
67820,472.5887 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000111 
67821,472.5889 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000197 
67822,472.5890 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000157 
67823,472.5891 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000054 
67824,472.5891 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000034 
67825,472.5894 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000278 
67826,472.5895 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000063 
67827,472.5895 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000040 
67828,472.5896 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000108 
67829,472.5896 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000019 
67830,472.5897 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000086 
67831,472.5900 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000303 
67832,472.5903 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000262 
67833,472.5915 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.001194 
67834,472.5917 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000222 
67835,472.5919 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000258 
67836,472.5920 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000065 
67837,472.5920 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000039 
67838,472.5921 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000019 
67839,472.5923 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000203 
67840,472.5923 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000063 
67841,472.5924 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000040 
67842,472.5924 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000037 
67843,472.5926 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000185 
67844,472.5926 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000012 
67845,472.5927 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000060 
67846,472.5927 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000056 
67847,472.5928 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000039 
67848,472.5929 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000171 
67849,472.5930 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000064 
67850,472.5931 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000076 
67851,472.5933 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000222 
67852,472.5936 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000288 
67853,472.5936 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000041 
67854,472.5937 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000054 
67855,472.5939 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000201 
67856,472.5939 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000059 
67857,472.5941 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000152 
67858,472.5943 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000163 
67859,472.5945 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000240 
67860,472.5950 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000474 
67861,472.5952 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000234 
67862,472.5953 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000095 
67863,472.5954 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000057 
67864,472.5956 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000204 
67865,472.5956 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000038 
67866,472.5957 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000126 
67867,472.5958 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000054 
67868,472.5958 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000044 
67869,472.5959 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000069 
67870,472.5962 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000296 
67871,472.5964 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000208 
67872,472.5964 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000055 
67873,472.5968 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000339 
67874,472.5968 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000054 
67875,472.5969 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000040 
67876,472.5972 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000280 
67877,472.5972 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000054 
67878,472.5973 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000046 
67879,472.5973 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000019 
67880,472.5973 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000035 
67881,472.5974 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000055 
67882,472.5975 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000085 
67883,472.5978 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000299 
67884,472.5978 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000049 
67885,472.5981 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000259 
67886,472.5982 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000135 
67887,472.5984 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000165 
67888,472.5986 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000209 
67889,472.5986 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000043 
67890,472.5987 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000092 
67891,472.5989 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000242 
67892,472.5990 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000012 
67893,472.5990 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000026 
67894,472.5991 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000105 
67895,472.5992 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000106 
67896,472.5995 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000331 
67897,472.5996 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000088 
67898,472.5996 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000020 
67899,472.5997 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000084 
67900,472.6000 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000273 
67901,472.6000 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000034 
67902,472.6001 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000093 
67903,472.6003 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000189 
67904,472.6003 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000026 
67905,472.6004 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000054 
67906,472.6005 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000091 
67907,472.6005 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000047 
67908,472.6006 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000091 
67909,472.6007 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000083 
67910,472.6009 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000216 
67911,472.6010 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000108 
67912,472.6013 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000250 
67913,472.6017 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000431 
67914,472.6018 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000100 
67915,472.6020 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000226 
67916,472.6021 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000035 
67917,472.6022 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000119 
67918,472.6024 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000186 
67919,472.6024 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000002 
67920,472.6024 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000054 
67921,472.6026 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000134 
67922,472.6026 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000086 
67923,472.6030 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000313 
67924,472.6030 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000083 
67925,472.6031 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000087 
67926,472.6033 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000124 
67927,472.6035 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000203 
67928,472.6035 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000053 
67929,472.6036 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000108 
67930,472.6038 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000230 
67931,472.6039 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000043 
67932,472.6039 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000050 
67933,472.6040 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000075 
67934,472.6040 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000032 
67935,472.6041 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000024 
67936,472.6043 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000191 
67937,472.6045 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000214 
67938,472.6046 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000080 
67939,472.6048 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000280 
67940,472.6050 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000135 
67941,472.6052 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000192 
67942,472.6054 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000204 
67943,472.6054 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000058 
67944,472.6056 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000160 
67945,472.6057 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000157 
67946,472.6058 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000045 
67947,472.6058 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000058 
67948,472.6059 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000040 
67949,472.6059 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000031 
67950,472.6060 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000075 
67951,472.6060 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000050 
67952,472.6063 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000227 
67953,472.6063 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000050 
67954,472.6064 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000038 
67955,472.6064 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000052 
67956,472.6066 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000212 
67957,472.6069 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000286 
67958,472.6070 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000055 
67959,472.6071 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000177 
67960,472.6073 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000169 
67961,472.6073 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000036 
67962,472.6075 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000118 
67963,472.6077 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000194 
67964,472.6077 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000044 
67965,472.6079 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000196 
67966,472.6079 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000022 
67967,472.6082 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000247 
67968,472.6082 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000059 
67969,472.6083 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000070 
67970,472.6085 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000215 
67971,472.6087 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000203 
67972,472.6087 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000027 
67973,472.6088 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000088 
67974,472.6090 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000206 
67975,472.6091 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000056 
67976,472.6094 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000299 
67977,472.6124 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.003016 
67978,472.6126 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000238 
67979,472.6130 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000367 
67980,472.6132 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000203 
67981,472.6137 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000493 
67982,472.6138 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000101 
67983,472.6138 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000010 
67984,472.6140 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000183 
67986,472.6144 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000430 
67987,472.6145 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000024 
67988,472.6146 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000167 
67989,472.6148 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000184 
67990,472.6151 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000264 
67991,472.6151 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000030 
67992,472.6153 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000169 
67993,472.6154 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000163 
67994,472.6155 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000052 
67995,472.6155 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000065 
67996,472.6159 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000342 
67997,472.6160 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000131 
67998,472.6162 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000129 
67999,472.6163 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000111 
68000,472.6165 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000257 
68001,472.6166 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000055 
68002,472.6166 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000034 
68003,472.6169 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000250 
68004,472.6172 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000296 
68005,472.6219 ,35.201.97.85,10.8.0.249,TCP,52,in,0.004717 
68006,472.6310 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.009177 
68007,472.6311 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000077 
68008,472.6314 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000307 
68009,472.6315 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000050 
68010,472.6315 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000031 
68011,472.6317 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000196 
68012,472.6317 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000031 
68013,472.6318 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000048 
68014,472.6318 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000055 
68015,472.6321 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000259 
68016,472.6321 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000037 
68017,472.6322 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000052 
68018,472.6323 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000075 
68019,472.6323 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000040 
68020,472.6324 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000047 
68021,472.6325 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000173 
68022,472.6326 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000108 
68023,472.6327 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000093 
68024,472.6328 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000048 
68025,472.6328 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000045 
68026,472.6328 ,10.8.0.249,35.201.97.85,TLSv1.2,1400,out,0.000018 
68027,472.6331 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000289 
68028,472.6332 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000043 
68029,472.6332 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000050 
68030,472.6333 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000039 
68031,472.6333 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000037 
68032,472.6335 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.000159 
68033,472.6335 ,10.8.0.249,35.201.97.85,TLSv1.2,1157,out,0.000043 
68034,472.6336 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000097 
68035,472.6338 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000179 
68036,472.6338 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000049 
68037,472.6341 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000238 
68051,473.0503 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.416192 
68052,473.0917 ,10.8.0.249,35.201.97.85,TCP,52,out,0.041473 
68053,473.0997 ,10.8.0.249,35.201.97.85,TLSv1.2,249,out,0.007962 
68054,473.1003 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000629 
68064,473.2157 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.115353 
68067,473.2520 ,10.8.0.249,35.201.97.85,TCP,1400,out,0.036306 
68068,473.2520 ,10.8.0.249,35.201.97.85,TLSv1.2,549,out,0.000061 
68069,473.2527 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000630 
68070,473.2527 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000022 
68076,473.3737 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.121035 
68077,473.4172 ,10.8.0.249,35.201.97.85,TCP,52,out,0.043468 
68078,473.4214 ,10.8.0.249,35.201.97.85,TLSv1.2,265,out,0.004256 
68079,473.4221 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000608 
68080,473.4265 ,10.8.0.249,35.201.97.85,TLSv1.2,250,out,0.004455 
68081,473.4271 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000620 
68088,473.5387 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.111524 
68089,473.5405 ,10.8.0.249,35.201.97.85,TCP,52,out,0.001811 
68090,473.5425 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.002029 
68091,473.5425 ,10.8.0.249,35.201.97.85,TLSv1.2,690,out,0.000006 
68092,473.5431 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000586 
68093,473.5552 ,10.8.0.249,35.201.97.85,TLSv1.2,315,out,0.012134 
68094,473.5558 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000606 
68095,473.5582 ,10.8.0.249,35.201.97.85,TLSv1.2,236,out,0.002351 
68096,473.5587 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000559 
68097,473.6573 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.098580 
68098,473.6724 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.015107 
68099,473.6725 ,35.201.97.85,10.8.0.249,TLSv1.2,710,in,0.000039 
68100,473.6754 ,10.8.0.249,35.201.97.85,TCP,52,out,0.002934 
68101,473.6793 ,10.8.0.249,35.201.97.85,TLSv1.2,229,out,0.003884 
68102,473.6799 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000583 
68103,473.7931 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.113234 
68104,473.8263 ,10.8.0.249,35.201.97.85,TCP,52,out,0.033246 
68135,475.0606 ,10.8.0.249,35.201.97.85,TLSv1.2,276,out,1.234229 
68140,475.0613 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000694 
68210,475.1975 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.136203 
68211,475.1995 ,10.8.0.249,35.201.97.85,TCP,52,out,0.002072 
68212,476.0611 ,10.8.0.249,35.201.97.85,TLSv1.2,268,out,0.861515 
68213,476.0617 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000631 
68214,476.1769 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.115205 
68215,476.1790 ,10.8.0.249,35.201.97.85,TCP,52,out,0.002070 
68226,476.5830 ,10.8.0.249,35.201.97.85,TLSv1.2,690,out,0.404020 
68227,476.5836 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000578 
68228,476.5862 ,10.8.0.249,35.201.97.85,TLSv1.2,544,out,0.002590 
68229,476.5867 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000519 
68230,476.6993 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.112673 
68231,476.7027 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.003381 
68232,476.7032 ,10.8.0.249,35.201.97.85,TCP,52,out,0.000522 
68233,476.7045 ,10.8.0.249,35.201.97.85,TCP,52,out,0.001215 
68234,476.7049 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.000465 
68235,476.7082 ,10.8.0.249,35.201.97.85,TCP,52,out,0.003251 
68236,480.3770 ,10.8.0.249,35.201.97.85,TLSv1.2,274,out,3.668817 
68237,480.3777 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000743 
68238,480.4930 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.115294 
68239,480.5720 ,10.8.0.249,35.201.97.85,TCP,52,out,0.078979 
68288,483.4321 ,10.8.0.249,35.201.97.85,TLSv1.2,247,out,2.860115 
68289,483.4328 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000709 
68290,483.5485 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.115625 
68291,483.5516 ,10.8.0.249,35.201.97.85,TCP,52,out,0.003113 
68362,498.7247 ,10.8.0.249,35.201.97.85,TLSv1.2,293,out,15.173140 
68363,498.7254 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000736 
68364,498.7282 ,10.8.0.249,35.201.97.85,TLSv1.2,207,out,0.002715 
68365,498.7288 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000623 
68366,498.7417 ,10.8.0.249,35.201.97.85,TLSv1.2,248,out,0.012937 
68367,498.7423 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000609 
68368,498.7486 ,10.8.0.249,35.201.97.85,TLSv1.2,248,out,0.006295 
68369,498.7492 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000617 
68370,498.8410 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.091790 
68371,498.8443 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.003233 
68372,498.8580 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.013721 
68373,498.8598 ,10.8.0.249,35.201.97.85,TCP,52,out,0.001808 
68374,498.8599 ,10.8.0.249,35.201.97.85,TCP,52,out,0.000061 
68375,498.8599 ,10.8.0.249,35.201.97.85,TCP,52,out,0.000035 
68376,499.0823 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.222434 
68377,499.1409 ,10.8.0.249,35.201.97.85,TLSv1.2,296,out,0.058533 
68378,499.1415 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000663 
68379,499.1444 ,10.8.0.249,35.201.97.85,TCP,52,out,0.002830 
68380,499.2568 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.112482 
68381,499.3064 ,10.8.0.249,35.201.97.85,TCP,52,out,0.049560 
68382,501.6384 ,10.8.0.249,35.201.97.85,TLSv1.2,274,out,2.331986 
68383,501.6391 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000738 
68384,501.7542 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.115129 
68388,501.8713 ,10.8.0.249,35.201.97.85,TCP,52,out,0.117007 
68398,504.9723 ,10.8.0.249,35.201.97.85,TLSv1.2,247,out,3.101001 
68399,504.9730 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000715 
68400,505.0908 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.117798 
68403,505.1207 ,10.8.0.249,35.201.97.85,TCP,52,out,0.029957 
68406,506.9646 ,10.8.0.249,35.201.97.85,TLSv1.2,265,out,1.843880 
68407,506.9653 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000723 
68408,506.9790 ,10.8.0.249,35.201.97.85,TLSv1.2,247,out,0.013722 
68409,506.9797 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000606 
68410,507.0829 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.103265 
68411,507.0949 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.011972 
68412,507.1013 ,10.8.0.249,35.201.97.85,TCP,52,out,0.006359 
68413,507.1080 ,10.8.0.249,35.201.97.85,TCP,52,out,0.006770 
68421,510.4734 ,10.8.0.249,35.201.97.85,TLSv1.2,271,out,3.365332 
68422,510.4741 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000702 
68423,510.4831 ,10.8.0.249,35.201.97.85,TLSv1.2,267,out,0.009079 
68424,510.4837 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000605 
68425,510.5919 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.108165 
68426,510.5987 ,35.201.97.85,10.8.0.249,TLSv1.2,119,in,0.006841 
68427,510.6037 ,10.8.0.249,35.201.97.85,TCP,52,out,0.004940 
68428,510.6170 ,10.8.0.249,35.201.97.85,TCP,52,out,0.013358 
68499,602.8125 ,10.8.0.249,35.201.97.85,TLSv1.2,80,out,92.195460 
68500,602.8132 ,35.201.97.85,10.8.0.249,TCP,52,in,0.000739 
